Description,is_sif,source,Industry Sector,Employee or Third Party,iogp_rule
"At 1:20 p.m. on October 8, 2017, a storekeeper reported that a fire extinguisher inspection tag was overdue by three days. The extinguisher was inspected and re-tagged. It remained fully charged throughout. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
An employee pulled his tractor-trailer up to the weigh scale monitor at the plant to enter information. He could not reach the keypad so he opened the cab door and stood on the railing to enter the information. He then went to push himself back into the truck and when he pushed off the swivel monitor it turned and he fell three feet to the ground. He suffered fractured vertebrae and a contusion to the back of his head.,1,OSHA_SIR,Others,Employee,Uncategorized
An employee was speaking to another team member. She then turned to walk away and tripped over a bollard that protects the corner of a deli case. The employee sustained a fractured right hip.,1,OSHA_SIR,Others,Employee,Uncategorized
"An employee was unloading a trailer using a freight stacking system when the system was released and dropped a beam. The beam landed on the employee's head, causing a fractured C2 vertebra.",1,OSHA_SIR,Others,Employee,Uncategorized
"An employee was threading paper into the padded bag line machine. When the paper passed through the notcher section, the employee attempted to support the paper with his hand. The notcher fired and amputated his right ring fingertip. The notcher was not turned off at the time of the incident.",1,OSHA_SIR,Others,Employee,Uncategorized
"At approximately 1:30 p.m. on April 22, 2016, Employee #1 and a crew were walking across a grassy field inundated with water from recent rains and spraying chemicals on plants rooted at the bottom of transmission line towers and poles. The crew accessed the field from a roadway. A tower was located approximately 70 ft from the roadway. The employees walked approximately 50 ft through the saturated field up to their knees and were unable to see the bottom. As Employee #1 was walking across the clearing, he fell into a body of water approximately 8 ft in depth and drowned.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
An employee was aligning a disconnect switch from a bucket truck when they lost consciousness due to the 88-degree Fahrenheit heat. The employee was hospitalized for dehydration.,1,OSHA_SIR,Others,Employee,Uncategorized
"At 5:05 p.m. on July 3, 2016, an employee got a small amount of dust in the right eye while sweeping the workshop floor. The eye was rinsed at the eyewash station and mild irritation resolved within the hour.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At approximately 3:10 p.m. on February 23, 2017, Employee #1 and a coworker were changing out an electric motor on a fruit bin dumper.  Employee #1 released the drive chain and the carriage fell and his leg was caught between the frame and the carriage.  Employee #1's leg was fractured and he was hospitalized.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"The operator was feeding a bag of big bag containing scraps of Zn sheets. During lifting, this loaded bag is released from the hook of the hoist, making abrupt contact with the liquid zinc of the furnace, generating an explosion and causing the operator to be hit with liquid zinc.",1,IHM_Stefanini,Others,Employee,Safe Mechanical Lifting
"At 9:05 a.m. on February 3, 2017, a housekeeping attendant had a plastic hand tool fall from a bench onto their boot from a height of about 30 centimetres. Safety footwear prevented any injury. The bench edge guard was refitted. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on January 8, 2017, a storekeeper slipped while stepping off a low kerb and twisted the left ankle slightly. An ice pack was applied at the first aid post. The employee walked unaided and returned to duty the same shift. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 5:05 p.m. on May 21, 2017, a workshop helper stumbled on an uneven floor tile in the walkway but recovered balance without falling. No injury resulted. The tile was reported to facilities and repaired the following day. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"During the execution of the soil sampling task at the Potions area, around 1:15 pm, Luis - WCA, was opening with a machete and was bitten by a wasp on the back of his right hand, the same was using at the time of the incident all the EPIs needed for activity. The employee was evaluated by the technician who found it to be a mild and localized swelling wound. The employee reported that he did not feel any pain and that he could continue the activity.",0,IHM_Stefanini,Others,Employee,Uncategorized
"At 3:10 p.m. on May 26, 2017, a workshop helper experienced mild skin irritation on the wrist after wearing a damp glove for an extended period. The glove was replaced with a dry pair and the irritation subsided. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:50 a.m. on July 26, 2017, a storekeeper was struck against the edge of an open drawer while turning around at the workstation. A small bruise formed on the thigh. First aid was applied and no further treatment was needed. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 8:40 a.m. on August 26, 2017, Employee #1 noticed that a fluorescent light fitting in the corridor was flickering intermittently. The observation was logged and maintenance replaced the tube the same day. No injury occurred. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 9:05 a.m. on July 17, 2016, a contractor's helper tripped over a trailing extension cable at floor level and stumbled but did not fall. No injury occurred. The cable was rerouted and secured with a floor cover. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 8:40 a.m. on October 21, 2017, an employee stumbled on an uneven floor tile in the walkway but recovered balance without falling. No injury resulted. The tile was reported to facilities and repaired the following day. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"Employee reports that he was monitoring the existence of a borehole of a tubing in the thermal recovery boiler of the Ustulation area, through the side window, when he was struck by projection of heated air that reached his face and right forearm.",1,IHM_Stefanini,Others,Employee,Energy Isolation
"An employee was driving the forklift and encountered a metal post shore in the way. He stopped the forklift, shut it down and attempted to move the post shore. While moving the post shore, his right middle finger was caught within the locking hole causing a fingertip amputation.",1,OSHA_SIR,Others,Employee,Uncategorized
"At 2:45 p.m. on June 15, 2016, an employee was loading and unloading ventilation ductwork.  The employee complained of chest pains, and he thought it was possible acid reflux when he eventually collapsed. The employee experienced pain in his chest and in the top of the stomach. The employee died from a possible heart attack.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"On July 2, 2018, an employee was disposing of chemicals. A floor cleaning chemical spilled onto his right foot, causing a third degree burn requiring hospitalization.",1,OSHA_SIR,Others,Employee,Uncategorized
